title|link|summary|parss_primesponsor|parss_cosponsors|parss_lastaction|parss_enacted|parss_passedhouse|parss_passedsenate|published|id
House Bill 643 Printer's Number 582|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=643&pn=582|An Act amending Title 68 (Real and Personal Property) of the Pennsylvania Consolidated Statutes, in residential real property, providing for individual dwelling unit water metering....|Representative PISCIOTTANO|MADDEN, SANCHEZ, HILL-EVANS, T. DAVIS, KINKEAD and DEASY|Referred to HOUSING AND COMMUNITY DEVELOPMENT,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:27:45 GMT|20230HB643P582
House Bill 644 Printer's Number 583|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=644&pn=583|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in inchoate crimes, providing for the offense of possession of firearm or other dangerous weapon in public recreation area....|Representative BULLOCK|SCHLOSSBERG, MADDEN, SANCHEZ, WARREN, CERRATO, VITALI, KINSEY, FIEDLER, FREEMAN, KINKEAD, OTTEN, FRANKEL and HOHENSTEIN|Referred to JUDICIARY,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:27:16 GMT|20230HB644P583
House Bill 645 Printer's Number 584|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=645&pn=584|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in terms and courses of study, providing for bullying prevention education....|Representative KINSEY|BULLOCK, BELLMON, MADDEN, GIRAL, HILL-EVANS, HOHENSTEIN, HANBIDGE, SANCHEZ, KENYATTA, PARKER, FLEMING, GALLOWAY, DEASY, PROBST and KHAN|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:26:55 GMT|20230HB645P584
House Bill 646 Printer's Number 585|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=646&pn=585|An Act prohibiting certain covenants not to compete; conferring powers and duties on the Department of Labor and Industry; and imposing penalties....|Representative BULLOCK|DELLOSO, MADDEN, RABB, SANCHEZ, SCHLOSSBERG, CIRESI, HILL-EVANS, KRAJEWSKI, FIEDLER, FLEMING, KINSEY, FREEMAN, N. NELSON, SHUSTERMAN and KHAN|Referred to LABOR AND INDUSTRY,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:26:22 GMT|20230HB646P585
House Bill 647 Printer's Number 586|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=647&pn=586|An Act establishing the Safe Schools Partnership; conferring powers and imposing duties on the Attorney General and the Secretary of Education; providing for a bullying identification, prevention and intervention model plan; and imposing duties on schools and school districts....|Representative KINSEY|BULLOCK, MADDEN, HILL-EVANS, HANBIDGE, SANCHEZ, SCHLOSSBERG, PARKER, WARREN and O'MARA|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:26:01 GMT|20230HB647P586
House Bill 648 Printer's Number 587|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=648&pn=587|An Act providing for the Office of Health Equity; establishing the Health Equity Advisory Committee; and imposing duties on the Department of Health....|Representative BULLOCK|KINSEY, HANBIDGE, FLEMING, KENYATTA, SANCHEZ, MADDEN, RABB, HILL-EVANS, PARKER, HOHENSTEIN, STURLA, KINKEAD, N. NELSON, KHAN and SCOTT|Referred to HEALTH,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:25:37 GMT|20230HB648P587
House Bill 649 Printer's Number 588|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=649&pn=588|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in safe schools, providing for parental notification of certain incidents....|Representative KINSEY|KIM, HILL-EVANS, MADDEN, R. MACKENZIE, HOHENSTEIN, SANCHEZ, M. MACKENZIE, PARKER, FLEMING and HANBIDGE|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:25:17 GMT|20230HB649P588
House Bill 650 Printer's Number 589|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=650&pn=589|An Act providing for parental leave for school-related activities.|Representative BULLOCK|FIEDLER, KINSEY, CERRATO, SANCHEZ, MADDEN, HILL-EVANS, HANBIDGE, CIRESI, HOHENSTEIN, SCHLOSSBERG, ROZZI, KRAJEWSKI, WAXMAN, D. WILLIAMS, KINKEAD, INNAMORATO, BOROWSKI, N. NELSON and HOWARD|Referred to LABOR AND INDUSTRY,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:24:55 GMT|20230HB650P589
House Bill 651 Printer's Number 590|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=651&pn=590|"An Act providing for the designation of the lawn of the Speaker K. Leroy Irvis Office Building within the Pennsylvania State Capitol Complex in Harrisburg as the ""Irvis Equality Circle.""..."|Representative KINSEY|KIM, MADDEN, HOHENSTEIN, CIRESI, SANCHEZ, HILL-EVANS, DELLOSO, BULLOCK, GUENST, PROBST, SHUSTERMAN, GIRAL, D. WILLIAMS, STEELE and CONKLIN|Referred to STATE GOVERNMENT,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:24:31 GMT|20230HB651P590
House Bill 652 Printer's Number 591|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=652&pn=591|An Act amending Title 27 (Environmental Resources) of the Pennsylvania Consolidated Statutes, providing for issuance of permits in burdened communities.|Representative BULLOCK|KENYATTA, RABB, GUENST, PROBST, HILL-EVANS, SANCHEZ, PARKER, MADDEN, BURGOS, STURLA, SHUSTERMAN, KIM, KINKEAD, BENHAM, PISCIOTTANO, INNAMORATO, VITALI, O'MARA, WAXMAN, YOUNG, PIELLI, STEELE, N. NELSON, KRAJEWSKI, KINSEY, FIEDLER, CONKLIN, CEPEDA-FREYTIZ, KHAN, HOWARD, BRIGGS, OTTEN, FRANKEL, SALISBURY, KAZEEM, MAYES and DALEY|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:24:15 GMT|20230HB652P591
House Bill 653 Printer's Number 592|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=653&pn=592|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, providing for tax credits for rehabilitation and reconstruction of certain factory and mill buildings and for a business tax credit....|Representative FREEMAN|JAMES, D. WILLIAMS, MADDEN, SANCHEZ, HILL-EVANS, ZIMMERMAN, DELLOSO, WARREN, NEILSON and CIRESI|Referred to FINANCE,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:23:52 GMT|20230HB653P592
House Bill 654 Printer's Number 593|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=654&pn=593|An Act amending Title 20 (Decedents, Estates and Fiduciaries) of the Pennsylvania Consolidated Statutes, in dispositions independent of letters, family exemption, probate of wills and grant of letters, providing for small estate primary residence affidavit and establishing the Small Estate Primary Residence Affidavit Pilot Program....|Representative BULLOCK|MADDEN, KINSEY, BURGOS, HILL-EVANS, SANCHEZ, HOHENSTEIN, CEPEDA-FREYTIZ, FREEMAN, KINKEAD, N. NELSON, GREEN, HOWARD and KRAJEWSKI|Referred to JUDICIARY,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:23:34 GMT|20230HB654P593
House Bill 655 Printer's Number 594|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=655&pn=594|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in pupils and attendance, further providing for definition of children with exceptionalities, reports and examination....|Representative KINSEY|SCHMITT, GIRAL, MADDEN, HILL-EVANS, CIRESI, R. MACKENZIE, SANCHEZ, M. MACKENZIE, KENYATTA, HOHENSTEIN, McNEILL, STAATS, FLEMING, KINKEAD and O'MARA|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:23:07 GMT|20230HB655P594
House Bill 656 Printer's Number 595|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=656&pn=595|A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for exemptions and special provisions relating to taxation....|Representative FREEMAN|SAMUELSON, ZIMMERMAN, SCHLOSSBERG, SIEGEL, M. MACKENZIE, MADDEN, KINSEY, McNEILL, GIRAL, DELLOSO, HILL-EVANS, SANCHEZ, WARREN and N. NELSON|Referred to FINANCE,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:22:38 GMT|20230HB656P595
House Bill 657 Printer's Number 596|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=657&pn=596|An Act providing for transparency in realty agreements; requiring and prohibiting certain provisions in realty agreements; and imposing penalties.|Representative BULLOCK|CEPHAS, MADDEN, HILL-EVANS, DELLOSO, SMITH-WADE-EL, SANCHEZ, ISAACSON, KENYATTA, KINSEY, KHAN, SCHLOSSBERG, PARKER, D. WILLIAMS, CERRATO and KRAJEWSKI|Referred to HOUSING AND COMMUNITY DEVELOPMENT,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:22:19 GMT|20230HB657P596
House Bill 658 Printer's Number 597|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=658&pn=597|An Act authorizing the State Workers' Insurance Board to make available health insurance policies for purchase by the general public; providing for premiums; and authorizing a loan from the State Workers' Insurance Fund....|Representative FREEMAN|SIEGEL, SANCHEZ, GIRAL, MADDEN, KINKEAD, CIRESI, FIEDLER, D. WILLIAMS, N. NELSON, KHAN and KINSEY|Referred to INSURANCE,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:21:48 GMT|20230HB658P597
House Bill 659 Printer's Number 598|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=659&pn=598|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school finances, further providing for distress in school districts of the first class; in grounds and buildings, further providing for public hearing prior to closing school; and, in pupils and attendance, providing for conditions for closing schools....|Representative KINSEY|KRAJEWSKI, HILL-EVANS, MADDEN, SANCHEZ, KENYATTA, HOHENSTEIN and FIEDLER|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:21:23 GMT|20230HB659P598
House Bill 660 Printer's Number 599|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=660&pn=599|An Act amending Title 40 (Insurance) of the Pennsylvania Consolidated Statutes, in regulation of insurers and related persons generally, providing for pet insurance; and imposing penalties....|Representative SCHLOSSBERG|BURGOS, CERRATO, CIRESI, DEASY, GIRAL, HADDOCK, HILL-EVANS, HOHENSTEIN, HOWARD, KHAN, KINKEAD, MADDEN, McNEILL, NEILSON, PARKER, PISCIOTTANO, PROBST, SAMUELSON, SANCHEZ, STURLA and WEBSTER|Referred to INSURANCE,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:20:43 GMT|20230HB660P599
House Bill 661 Printer's Number 600|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=661&pn=600|An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in public assistance, providing for intellectual disability and autism fee schedule rates....|Representative D. MILLER|MERCURI, MARKOSEK, PROBST, HOHENSTEIN, SAPPEY, MADDEN, KHAN, KINKEAD, SANCHEZ, GALLOWAY, PICKETT, HILL-EVANS, CIRESI, D. WILLIAMS, NEILSON, SHUSTERMAN, SCHLOSSBERG and OTTEN|Referred to HUMAN SERVICES,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:20:25 GMT|20230HB661P600
House Bill 662 Printer's Number 601|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=662&pn=601|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for comprehensive school counseling services....|Representative D. MILLER|STEELE, KINSEY, N. NELSON, GUENST, HANBIDGE, RABB, MADDEN, CERRATO, KHAN, GIRAL, McNEILL, SANCHEZ, PROBST, SCHLOSSBERG, PARKER, D. WILLIAMS and CIRESI|Referred to EDUCATION,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:20:04 GMT|20230HB662P601
House Resolution 41 Printer's Number 602|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=41&pn=602|A Concurrent Resolution establishing the Pennsylvania State Song Commission to study the history of the State song of the Commonwealth, solicit submissions for a new State song and recommend changes to the State song....|Representative CIRESI|SANCHEZ, GUENST, SOLOMON, DELLOSO, NEILSON and CONKLIN|Referred to STATE GOVERNMENT,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:19:42 GMT|20230HR41P602
House Resolution 42 Printer's Number 603|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=42&pn=603|A Resolution directing the Joint State Government Commission to conduct a study on the shelf life of food in this Commonwealth with an emphasis on locally grown produce and other agricultural food items....|Representative KINKEAD|PASHINSKI, HILL-EVANS, MADDEN, SCHLOSSBERG, HOWARD, RABB, MERSKI, KINSEY, PISCIOTTANO, KHAN, SANCHEZ, CIRESI, HADDOCK, PARKER, NEILSON and OTTEN|Referred to AGRICULTURE AND RURAL AFFAIRS,  March 21, 2023|NO|NO|NO|Tue, 21 Mar 2023 15:19:20 GMT|20230HR42P603
House Bill 289 Printer's Number 564|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=289&pn=564|An Act amending the act of May 17, 1921 (P.L.682, No.284), known as The Insurance Company Law of 1921, in casualty insurance, providing for enrolled dependents right to confidentiality for health care services received....|Representative KRAJEWSKI|DALEY, KINSEY, ISAACSON, HOHENSTEIN, CIRESI, SCHLOSSBERG, MADDEN, RABB, SANCHEZ, HOWARD, FREEMAN, FRANKEL and N. NELSON|Referred to HEALTH,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:38:30 GMT|20230HB289P564
House Bill 589 Printer's Number 563|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=589&pn=563|An Act establishing the Coal and Clay Mine Subsidence and Landslide Insurance and Assistance Program within the Department of Environmental Protection; providing for related powers and duties of the Department of Environmental Protection; establishing and providing for the powers and duties of the Coal and Clay Mine Subsidence and Landslide Insurance Board; providing for duties of the Auditor General; establishing the Coal and Clay Mine Subsidence and Landslide Insurance Fund and the Coal and Clay Mine Subsidence and Landslide Assistance Fund; imposing a penalty; making appropriations and transfers; and making a repeal....|Representative KINKEAD|GAYDOS, SCHLOSSBERG, PISCIOTTANO, BENHAM, BURGOS, GUENST, SANCHEZ, ZIMMERMAN, DEASY, FREEMAN, OTTEN, VENKAT, N. NELSON, MADDEN, HOHENSTEIN, KULIK, DELLOSO, INNAMORATO, TWARDZIK, TAKAC and GERGELY|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:23:01 GMT|20230HB589P563
House Bill 588 Printer's Number 562|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=588&pn=562|An Act amending Title 61 (Prisons and Parole) of the Pennsylvania Consolidated Statutes, in general administration relating to correctional institutions, providing for prerelease briefings on veterans benefits....|Representative KINSEY|WEBSTER, MADDEN, HILL-EVANS, CIRESI, SANCHEZ, D. WILLIAMS, KINKEAD, KRAJEWSKI, CONKLIN and GILLEN|Referred to JUDICIARY,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:22:46 GMT|20230HB588P562
House Bill 587 Printer's Number 561|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=587&pn=561|An Act amending Titles 42 (Judiciary and Judicial Procedure) and 61 (Prisons and Parole) of the Pennsylvania Consolidated Statutes, in sentencing, repealing provisions relating to transfer of inmates in need of medical treatment; in Pennsylvania Board of Probation and Parole, providing for parole for reasons of age or illness and for medical parole due to public or disaster emergency related to health or contagious disease outbreak; and abrogating regulations....|Representative KINSEY|BURGOS, CURRY, HOHENSTEIN, MADDEN, KINKEAD, SCHLOSSBERG, PARKER, SANCHEZ, D. WILLIAMS, N. NELSON, KHAN, BULLOCK, KRAJEWSKI and HOWARD|Referred to JUDICIARY,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:22:30 GMT|20230HB587P561
House Bill 586 Printer's Number 560|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=586&pn=560|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, providing for encoded ammunition, imposing duties on manufacturers, sellers and owners of ammunition, providing for the powers and duties of the Commissioner of Pennsylvania State Police and the Secretary of Revenue, establishing the encoded ammunition database and the Encoded Ammunition Database Fund, imposing an encoded ammunition database tax and imposing penalties....|Representative KINSEY|GUZMAN, SIEGEL, MADDEN, GIRAL, SANCHEZ, RABB, PARKER, HOHENSTEIN, D. WILLIAMS, FRANKEL, KRAJEWSKI and N. NELSON|Referred to JUDICIARY,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:22:14 GMT|20230HB586P560
House Bill 585 Printer's Number 559|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=585&pn=559|An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for behavioral health response unit and crisis call center programs; establishing the County and Regional Behavioral Health Response Unit and Crisis Call Center Fund and the County and Regional Behavioral Health Response Unit and Crisis Call Center Grant Program....|Representative KINSEY|CEPHAS, MADDEN, HOHENSTEIN, SANCHEZ, HILL-EVANS, KINKEAD, STURLA, D. WILLIAMS, OTTEN, N. NELSON, KHAN and SCOTT|Referred to HUMAN SERVICES,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:21:53 GMT|20230HB585P559
House Bill 584 Printer's Number 558|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=584&pn=558|An Act amending the act of November 24, 1998 (P.L.882, No.111), known as the Crime Victims Act, in preliminary provisions, further providing for definitions; and, in services, further providing for establishment of basic services for victims of crime....|Representative KINSEY|HILL-EVANS, KOSIEROWSKI, MADDEN, HOHENSTEIN, HANBIDGE, RABB, CIRESI, SANCHEZ, KINKEAD, SHUSTERMAN, PARKER, GIRAL, D. WILLIAMS, GALLOWAY and CONKLIN|Referred to JUDICIARY,  March 20, 2023|NO|NO|NO|Mon, 20 Mar 2023 14:21:35 GMT|20230HB584P558
